hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
16903,873704375040610305,-29.9635,-9.558810000000001,-406.509,-0.18404700000000002,-0.095407,-0.128608,0.0
16943,495401456585674753,-29.078000000000003,-13.5916,-325.207,-0.11386500000000001,0.0224888,0.137231,0.0
17140,711582416300408832,-32.6984,-1.7367299999999999,-262.895,-0.48992299999999994,-0.015930200000000002,-3.90254,0.0
17327,306248829110321152,27.6908,-14.9589,-249.429,2.86557,-1.5578100000000001,-26.7986,0.0
17604,103589457218764800,-34.0037,0.496597,-175.8,-1.37753,0.008508799999999999,-7.04117,0.0
17888,968275569152098304,30.6447,9.110710000000001,-164.525,0.794215,0.245745,-4.1466199999999995,0.0
17901,292744283700592640,30.4453,9.68107,-185.21099999999998,0.282915,0.0797721,-1.80155,0.0
17940,860193095105380352,21.7916,23.541,-153.753,0.234033,0.23761500000000002,-1.5984399999999999,0.0
18159,27043381838348288,-31.8,3.2845699999999995,-162.774,-0.21809099999999998,0.0211829,-1.0413,0.0
18232,680046773548351488,-33.816,1.4597200000000001,-73.7537,-0.843974,0.0469921,-1.88375,0.0
18236,225204789099626496,-30.9601,-6.708539999999999,-111.34200000000001,-0.43011499999999997,-0.267629,-1.7913299999999999,0.0
18679,797140157701554176,31.1227,-6.49958,-80.3806,0.8452270000000001,-0.186819,-2.1409599999999998,0.0
18840,445867083348049920,20.1431,25.1926,-121.257,0.269208,0.321239,-1.50991,0.0
18858,292746688882278400,20.8753,24.8398,-75.6497,0.511672,0.593863,-2.1021799999999997,0.0
18968,648519377133502464,-5.70477,31.311,-94.3741,-0.094592,0.467592,-1.26261,0.0
19211,873711659288363008,-30.4995,-9.525830000000001,-37.3512,-0.470138,-0.15757000000000002,-0.613163,0.0
19309,648527417312280576,-31.8362,-5.7027,-47.7792,-0.556175,-0.0901281,-0.6565350000000001,0.0
19329,571962306636808192,-24.7798,-20.1956,-42.5318,-0.21319200000000002,-0.187109,-0.410884,0.0
19341,117104173111050240,-24.3609,-20.6645,-51.1459,-0.171552,-0.13342,-0.348537,0.0
19600,693557297552556032,-17.1847,-27.1679,-35.2134,-0.119932,-0.169422,-0.27415,0.0
19730,409832170295656448,3.7082800000000002,-32.5336,-17.9391,0.09761339999999999,-0.9570489999999999,-0.373318,0.0
19872,180153193504702464,18.5927,-26.2115,-9.82795,0.338931,-0.461241,-0.372656,0.0
20021,4508066393358336,28.5942,-14.2248,-12.1922,3.97155,-1.98795,-1.68245,0.05330134262392037
20398,549440185331351552,26.4387,18.3383,-1.3432,0.172872,0.132447,-0.027574400000000002,0.0
20518,968278249211691008,23.2583,21.899,-8.24095,0.6609189999999999,0.6090939999999999,-0.0870102,0.0
20572,914234916244291584,20.4561,25.5914,-1.54988,0.439111,0.563954,0.219346,0.0
20617,657526507668766720,13.2615,29.0584,-33.1189,0.683617,1.52381,-1.54894,0.02813424169306755
20630,828665355093147648,19.7873,25.9137,-14.6896,0.232422,0.288535,-0.186436,0.0
21248,391822788307976192,-28.3168,14.8004,-52.0414,-0.236625,0.134568,-0.36272,0.0
21492,495400288337788928,-30.0691,-9.256860000000001,1.9942799999999998,-0.314853,-0.0876623,-0.0187732,0.0
22048,103586914598125568,5.021319999999999,-31.55,34.9994,0.275599,-1.7970099999999998,2.0991299999999997,0.03615698010957934
22156,639516713364226048,20.1726,-24.1365,60.2168,1.15683,-1.39642,3.19601,0.03306621175908499
22204,693555648285114368,29.2474,-11.7288,7.77833,0.318423,-0.11678,0.00469009,0.0
22240,639523791470329856,25.2772,-19.9677,37.7899,0.422986,-0.320877,0.544588,0.0
22300,238697583478833152,26.5026,-17.4246,10.9712,0.314276,-0.194778,0.0637571,0.0
22391,743098611440549888,31.2653,-3.9724199999999996,46.7261,1.42382,-0.191216,2.20289,0.026642531709296736
22526,94581158452396032,31.1142,6.2676,31.0161,0.809319,0.17260799999999998,0.629475,0.0
22583,558452813424754688,26.8562,17.1276,17.317,1.03162,0.645574,0.24840399999999999,0.024980401252369482
22658,382806174484922368,28.1688,15.6582,52.347,0.608036,0.32614299999999996,0.89938,0.0
22785,418844317352722432,15.5708,27.3959,18.7582,0.291569,0.532697,0.280403,0.0
23053,445872031150374912,-9.16661,30.1006,65.0133,-0.0724118,0.209691,0.496098,0.0
23102,558452057510510592,-6.66435,30.9755,35.3968,-0.03961919999999999,0.23106500000000002,0.181916,0.0
23206,364800022312648704,-19.7283,24.5333,58.4608,-0.578778,0.704214,2.0265,0.0
23365,211685331563446272,-27.3122,15.7446,53.575,-0.373026,0.203824,0.680393,0.0
23372,873701901122666496,-29.0534,12.1312,2.73006,-0.268204,0.12225,0.00569616,0.0
23488,864693945953681408,-31.2091,4.9676,51.6063,-0.31193000000000004,0.0406721,0.529328,0.0
23496,535929798766100480,-31.226,4.667669999999999,17.592,-0.293951,0.033222800000000004,0.112751,0.0
23527,671036962953494528,-31.2948,3.4482199999999996,59.5641,-0.8429780000000001,0.0832301,1.66557,0.0
23626,63054311793360896,-23.9949,-21.0743,111.59700000000001,-0.112049,-0.11083299999999999,0.553179,0.0
23677,112592464602206209,-14.6587,-28.3851,122.55,-0.30522,-0.212256,0.285517,0.0
23927,851191737006161920,30.1042,-11.0912,74.2602,0.168418,-0.051621400000000005,0.35703,0.0
24246,418836826929758208,4.24932,31.7455,73.3726,0.112641,0.7694979999999999,1.67975,0.0
24592,630505665818787840,-21.6204,-22.9895,157.548,-1.1603299999999999,-1.21838,8.364289999999999,0.0
24665,954770680144986112,-9.83188,-30.9347,178.99200000000002,-0.118057,-0.40028600000000003,2.4537400000000003,0.0
24954,4518374314868736,5.29286,31.1908,146.267,0.142812,0.782507,3.6777800000000003,0.0
25026,648524874691641344,-14.5014,29.201999999999998,142.643,-0.186918,0.398223,2.05887,0.0
25106,9010016753287168,-31.4116,1.37815,209.217,-0.332456,0.00492048,2.2562599999999997,0.0
25112,427842926672871424,-32.1875,-4.69815,227.15599999999998,-0.722039,-0.0955223,5.07003,0.0
25114,364796036582998016,-31.2308,-7.43427,246.649,-0.5979939999999999,-0.131617,4.9238800000000005,0.0
25227,126102026516955136,4.56184,-32.2351,272.204,0.08149060000000001,-0.5024390000000001,4.18561,0.0
25466,810648551401979904,-30.3505,10.5801,276.85,-0.843297,0.30404899999999996,7.43043,0.0
25776,873704375040610305,-66.7794,-26.0571,-431.079,-0.193976,-0.0743693,-0.126398,0.0
25877,292744283700592640,69.873,19.3914,-434.80400000000003,0.287224,0.058683900000000004,-1.8008,0.0
25901,517930037521956866,59.0909,42.8543,-475.816,0.125317,0.0322962,-0.263025,0.0
25961,27046749092708352,-53.047,50.4353,-455.287,-0.171846,0.185088,-1.7086299999999999,0.0
26138,968275569152098304,68.3848,21.4218,-362.411,0.7871130000000001,0.269298,-4.14593,0.0
26164,860193095105380352,51.5577,51.7834,-350.705,0.249475,0.220658,-1.5979299999999999,0.0
26276,27043381838348288,-71.3149,4.8922099999999995,-351.278,-0.21833200000000003,-0.00311204,-1.04081,0.0
26277,103589457218764800,-71.128,0.425828,-365.523,-1.3775,-0.013960399999999998,-7.0406699999999995,0.0
26621,225204789099626496,-65.7158,-27.1727,-253.94799999999998,-0.442121,-0.24652399999999997,-1.7908400000000002,0.0
26885,445867083348049920,46.5701,54.8223,-264.116,0.287634,0.305329,-1.5092299999999998,0.0
27311,797140157701554176,69.961,-15.6958,-179.112,0.839342,-0.210225,-2.1398200000000003,0.0
27313,180166318924759040,70.3759,-13.0316,-176.942,0.182577,-0.0194313,-0.98614,0.0
27418,292746688882278400,47.5363,54.8134,-183.36700000000002,0.5292640000000001,0.5766020000000001,-2.1021,0.0
27498,648519377133502464,-14.786,70.0316,-199.63400000000001,-0.120967,0.461217,-1.2620799999999999,0.0
27638,680046773548351488,-71.7753,4.05189,-158.42600000000002,-0.8431270000000001,0.0685671,-1.88297,0.0
27650,648527417312280576,-70.3997,-11.1715,-93.1382,-0.559264,-0.0671973,-0.655993,0.0
27662,873711659288363008,-67.6333,-23.0411,-86.2224,-0.46175200000000005,-0.180203,-0.6125109999999999,0.0
27733,117104173111050240,-57.5447,-43.6037,-115.583,-0.185099,-0.11243199999999999,-0.345969,0.0
27735,571962306636808192,-53.4573,-47.3628,-99.9712,-0.19691,-0.20246,-0.41109399999999996,0.0
27756,693557297552556032,-41.1604,-58.1184,-86.8185,-0.135634,-0.157521,-0.273284,0.0
28176,657526507668766720,29.103,65.0053,-69.5996,0.6626529999999999,1.53167,-1.5494,0.019949733588838735
28356,391822788307976192,-62.4383,36.1165,-105.646,-0.22426,0.153659,-0.362005,0.0
28453,495400288337788928,-70.2263,-18.6301,-0.585688,-0.319943,-0.062089,-0.021021,0.0
28712,409832170295656448,7.20056,-71.8732,-33.2668,0.0728447,-0.9588030000000001,-0.372979,0.0
28797,180153193504702464,43.4362,-58.4583,-36.1622,0.359406,-0.44641099999999995,-0.370627,0.0
28864,4508066393358336,64.3754,-32.2646,-27.3862,3.9594699999999996,-2.00975,-1.6836099999999998,0.044773083763730875
29081,968278249211691008,52.9568,48.4957,-12.0018,0.6771149999999999,0.59063,-0.08469810000000001,0.0
29120,549440185331351552,56.7891,44.9712,-6.41113,0.154319,0.15257300000000001,-0.027034199999999998,0.0
29158,828665355093147648,45.7378,55.9092,-34.501999999999995,0.250739,0.272741,-0.185333,0.0
30035,238697583478833152,61.852,-37.7183,18.2224,0.325586,-0.173263,0.0650574,0.0
30065,693555648285114368,68.0464,-24.7701,8.17469,0.324313,-0.0962435,0.00335278,0.0
30131,94581158452396032,69.4539,15.067,60.8619,0.804237,0.196712,0.628054,0.0
30204,558452813424754688,60.4446,37.7014,25.3941,1.04298,0.625386,0.249612,0.020539402581790735
30225,810661676822036480,55.2681,45.6974,39.5094,0.12106600000000001,0.251677,-0.00837596,0.0
30257,914234916244291584,43.7851,56.5192,10.4461,0.42056099999999996,0.576228,0.22162199999999999,0.0
30304,418844317352722432,34.2237,63.1311,37.3495,0.270586,0.542916,0.280037,0.0
30410,558452057510510592,-11.292,70.3704,66.3829,-0.015537200000000001,0.23296999999999998,0.182033,0.0
30588,873701901122666496,-64.5924,30.2311,3.6717199999999997,-0.25608200000000003,0.14418,0.0077305,0.0
30687,535929798766100480,-71.4291,7.62057,32.7295,-0.29543600000000003,0.00921787,0.111425,0.0
30890,103586914598125568,10.8323,-70.9915,81.0357,0.253906,-1.79903,2.09951,0.029729053310575366
30951,639516713364226048,45.9574,-55.7168,132.108,1.1350200000000001,-1.41011,3.19179,0.027775627314851878
30983,639523791470329856,57.4497,-43.2094,78.4498,0.43692700000000007,-0.30246,0.543312,0.0
31050,743098611440549888,72.0179,-9.849089999999999,109.912,1.4193200000000001,-0.21811399999999997,2.20265,0.022379739218769897
31107,382806174484922368,63.7402,34.0291,104.715,0.616879,0.304675,0.9002629999999999,0.0
31392,211685331563446272,-63.6987,34.1135,119.051,-0.383687,0.179843,0.680623,0.0
31425,671036962953494528,-71.8912,6.82027,139.606,-0.8456100000000001,0.05816709999999999,1.6646299999999998,0.0
31435,864693945953681408,-71.959,8.44187,120.81200000000001,-0.312368,0.0134387,0.5297569999999999,0.0
31508,112592464602206209,-49.6418,-50.8717,154.431,-0.319335,-0.19023099999999998,0.28479099999999996,0.0
31688,851191737006161920,68.7856,-20.0243,156.116,0.17106400000000002,-0.0277103,0.357581,0.0
31825,418836826929758208,10.5425,71.5514,160.292,0.132407,0.766718,1.679,0.0
31866,445872031150374912,-23.8389,67.263,153.506,-0.0928596,0.20311500000000002,0.49473599999999995,0.0
31916,364800022312648704,-45.7154,55.2485,147.60399999999998,-0.599588,0.68979,2.0249099999999998,0.0
32049,63054311793360896,-50.284,-50.9537,250.137,-0.0957452,-0.126139,0.552362,0.0
32674,4518374314868736,12.8528,69.9027,329.043,0.163331,0.776806,3.67752,0.0
32706,648524874691641344,-30.3596,65.8075,329.08099999999996,-0.164554,0.408642,2.05787,0.0
32791,630505665818787840,-50.5721,-52.9637,364.667,-1.17755,-1.2015,8.363710000000001,0.0
32810,954770680144986112,-20.0495,-69.2828,413.54400000000004,-0.0961609,-0.40391,2.4535099999999996,0.0
32975,220710741479522304,-20.436,69.3882,357.217,-0.132616,0.31619,0.8674780000000001,0.0
33037,968290481278550016,-51.0917,-49.5383,463.935,-0.396487,-0.551192,3.7876199999999995,0.0
33245,9010016753287168,-71.1259,0.375749,478.39099999999996,-0.332509,-0.0209761,2.25552,0.0
33264,873704375040610305,-108.709,-39.3963,-458.39300000000003,-0.200286,-0.0497569,-0.127439,0.0
33378,180166318924759040,116.626,-14.3918,-424.676,0.184578,0.00862799,-0.9853190000000001,0.0
33403,445867083348049920,77.59100000000001,85.6725,-422.245,0.304768,0.28482399999999997,-1.5092700000000001,0.0
33516,225204789099626496,-105.35600000000001,-47.8161,-411.726,-0.45627799999999996,-0.222344,-1.7896599999999998,0.0
33971,797140157701554176,112.226,-27.0014,-287.42,0.8315879999999999,-0.235569,-2.13965,0.0
34086,648519377133502464,-27.2839,112.24,-316.51599999999996,-0.148278,0.451651,-1.26189,0.0
34605,680046773548351488,-115.63799999999999,8.23767,-256.574,-0.839258,0.09345880000000001,-1.88307,0.0
34621,648527417312280576,-116.103,-15.6748,-146.47899999999998,-0.56228,-0.0417473,-0.654748,0.0
34630,873711659288363008,-108.285,-40.2914,-140.753,-0.450122,-0.20655700000000002,-0.612157,0.0
34654,117104173111050240,-96.4802,-63.8275,-186.261,-0.196261,-0.08663660000000001,-0.346533,0.0
34671,571962306636808192,-83.4554,-81.2568,-166.31599999999997,-0.17560599999999998,-0.219018,-0.411621,0.0
34686,693557297552556032,-72.9106,-90.8059,-146.233,-0.154942,-0.14007999999999998,-0.271911,0.0
35085,391822788307976192,-98.1613,63.238,-165.84900000000002,-0.206188,0.174309,-0.362689,0.0
35545,657526507668766720,46.3754,105.881,-110.691,0.637649,1.54421,-1.54644,0.014322869521524425
35758,666535356207730689,-115.89299999999999,11.4319,-87.1875,0.0810933,-0.17636300000000002,-0.056865099999999995,0.0
35781,495400288337788928,-113.03399999999999,-24.8962,-3.37545,-0.323592,-0.034319699999999995,-0.0207701,0.0
35977,409832170295656448,9.81175,-115.471,-50.2007,0.0443286,-0.960047,-0.372867,0.0
36043,180153193504702464,71.6202,-91.5864,-64.5539,0.379693,-0.426568,-0.37251,0.0
36101,4508066393358336,104.53200000000001,-52.7885,-44.49100000000001,3.94615,-2.03219,-1.68452,0.03624490354704537
36244,549440185331351552,86.0194,76.9776,-11.6453,0.136413,0.16783900000000002,-0.0254561,0.0
36253,968278249211691008,86.3464,76.663,-16.1071,0.6949,0.568829,-0.08455900000000001,0.0
36283,828665355093147648,76.2698,86.6673,-55.9694,0.270282,0.253619,-0.183409,0.0
36432,657537021748707328,-37.0303,109.829,-64.3139,-0.385788,1.0191700000000001,-0.655224,0.0
36935,238697583478833152,100.47,-56.5727,25.7759,0.336329,-0.15031,0.0647915,0.0
36962,693555648285114368,110.333,-35.5141,8.80419,0.330127,-0.07115369999999999,0.00490249,0.0
37060,558452813424754688,98.8452,60.1413,34.4264,1.0564,0.602278,0.247002,0.01609848255471598
37094,914234916244291584,68.9573,92.5214,23.9218,0.398339,0.592349,0.218467,0.0
37104,810661676822036480,73.7178,89.7667,37.9999,0.0941613,0.262178,-0.00843331,0.0
37121,418844317352722432,52.5652,102.182,57.089,0.24305100000000002,0.547962,0.273791,0.0
37325,873701901122666496,-101.814,53.4284,4.926019999999999,-0.24211,0.165401,0.00848513,0.0
37393,535929798766100480,-115.556,7.2054800000000006,49.6442,-0.294166,-0.015475200000000001,0.11239,0.0
37570,103586914598125568,16.7942,-115.73,133.094,0.22697699999999998,-1.80427,2.0974,0.023301126511571395
37658,639523791470329856,94.0333,-67.3329,123.039,0.451617,-0.28257899999999997,0.541315,0.0
37719,94581158452396032,112.551,26.3468,94.6196,0.7972199999999999,0.22252800000000003,0.627151,0.0
37892,558452057510510592,-12.1757,114.99,101.031,0.00863673,0.23090100000000002,0.18010199999999998,0.0
38117,112592464602206209,-89.5912,-72.8531,189.149,-0.331978,-0.16769,0.28333200000000003,0.0
38228,639516713364226048,72.7868,-89.6601,208.523,1.11035,-1.426,3.19276,0.022485042870618754
38284,743098611440549888,114.02600000000001,-16.6925,175.25599999999997,1.41418,-0.243319,2.20266,0.018116946728243058
38323,382806174484922368,102.57,52.2315,160.869,0.627838,0.279534,0.900156,0.0
38511,211685331563446272,-104.353,51.6328,190.46900000000002,-0.392573,0.155231,0.680072,0.0
38543,864693945953681408,-115.635,8.18933,194.743,-0.312987,-0.014912700000000001,0.528818,0.0
38743,851191737006161920,114.21799999999999,-24.0527,251.05,0.17143,-0.00106907,0.357849,0.0
38847,418836826929758208,18.7706,114.436,254.53900000000002,0.159093,0.7606539999999999,1.6785400000000001,0.0
38886,445872031150374912,-45.468999999999994,107.42299999999999,255.24099999999999,-0.116791,0.18829100000000001,0.494933,0.0
38904,364800022312648704,-74.9582,88.1178,245.257,-0.616232,0.672652,2.0251,0.0
38961,671036962953494528,-116.206,9.120510000000001,226.63099999999997,-0.8477870000000001,0.031050400000000002,1.6633799999999999,0.0
39385,63054311793360896,-75.1976,-89.4825,411.89300000000003,-0.0735133,-0.138489,0.55225,0.0
39861,220710741479522304,-35.4629,110.023,466.70099999999996,-0.107397,0.32641,0.866477,0.0
40066,797140157701554176,166.111,-43.2949,-426.57300000000004,0.822558,-0.26597,-2.1389,0.0
40158,648519377133502464,-46.93,164.954,-466.14300000000003,-0.181162,0.43878199999999995,-1.26152,0.0
40600,117104173111050240,-151.786,-82.7833,-279.60200000000003,-0.208879,-0.054445400000000005,-0.344983,0.0
40841,562957924897398786,86.29899999999999,148.184,-344.79699999999997,-0.266522,-0.145596,0.0336172,0.0
40941,648527417312280576,-171.18,-18.1445,-210.3,-0.564529,-0.00853484,-0.653323,0.0
